path,expected_fruit,expected_quality,predicted_species,predicted_quality,correct,colour_quality,colour_confidence,defect_ripeness,defect_percentage,stem_detected,quality_note
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\186.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,7.7503209242618745,True,colour KNN won (100% vs defect ripeness rule 96%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\251.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,5.188470066518847,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\66.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,30.61609997093868,True,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\99.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 70%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\saltandpepper_Screen Shot 2018-06-08 at 5.25.33 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 49%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\96.jpg,Apple,Unripe,Apple,Fresh,False,Rotten,0.7027613179882178,Unripe,6.722206262568227,True,"colour KNN said Rotten but defect found nothing (defect%=6.7%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 62%); disagreement: colour KNN=Fresh, defect rule=Unripe; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\89.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.2776675922253074,True,colour KNN won (100% vs defect ripeness rule 98%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\354.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,9.58904109589041,False,"colour KNN won (100% vs defect ripeness rule 48%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\343.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,9.060895084372707,False,"colour KNN won (100% vs defect ripeness rule 45%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\97.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.7486631016042781,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\4.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,0.7102989964491923,Unripe,3.4759358288770055,False,defect ripeness rule won (99% vs colour KNN 71%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\70.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,7.700312174817898,False,colour KNN won (100% vs defect ripeness rule 94%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\275.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.6455026455026456,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\216.jpg,Apple,Unripe,Apple,Fresh,False,Rotten,0.648781192386139,Unripe,7.43801652892562,False,"colour KNN said Rotten but defect found nothing (defect%=7.4%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 42%); disagreement: colour KNN=Fresh, defect rule=Unripe; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\309.jpg,Apple,Unripe,Apple,Unripe,True,Rotten,0.6905659079218673,Unripe,0.0,True,colour KNN said Rotten but defect found nothing (defect%=0.0%) -- downgraded to Unripe; colour KNN won (100% vs defect ripeness rule 52%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\121.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,1.7411642411642412,True,colour KNN won (100% vs defect ripeness rule 87%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\saltandpepper_Screen Shot 2018-06-08 at 5.21.56 PM.png,Apple,Unripe,Apple,Fresh,False,Fresh,0.7573681745841627,Fresh,0.6580661975501694,False,colour KNN won (76% vs defect ripeness rule 43%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\153.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,3.4615384615384617,False,colour KNN won (100% vs defect ripeness rule 58%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\224.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\142.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\205.jpg,Apple,Unripe,Apple,Fresh,False,Rotten,0.6321247391442937,Fresh,0.0,True,colour KNN said Rotten but defect found nothing (defect%=0.0%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 78%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\223.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,0.7037584060057224,Rotten,13.017751479289942,False,colour KNN won (70% vs defect ripeness rule 65%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\87.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Unripe,1.8338427340928036,True,"colour KNN won (100% vs defect ripeness rule 34%); disagreement: colour KNN=Rotten, defect rule=Unripe; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\154.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,0.6632892085243676,Rotten,10.02661934338953,True,colour KNN won (66% vs defect ripeness rule 50%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\331.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 97%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\15.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,0.6843280781203642,Rotten,10.206240084611316,True,colour KNN won (68% vs defect ripeness rule 51%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\25.jpg,Apple,Unripe,Apple,Fresh,False,Fresh,0.662551346572601,Unripe,0.0,True,"colour KNN won (66% vs defect ripeness rule 45%); disagreement: colour KNN=Fresh, defect rule=Unripe; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\164.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,3.6934441366574333,True,colour KNN won (100% vs defect ripeness rule 95%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\12.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Rotten,12.826797385620914,True,colour KNN won (100% vs defect ripeness rule 64%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_60_Screen Shot 2018-06-08 at 5.25.33 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 48%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\364.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,0.6816966895162424,Unripe,0.0,False,defect ripeness rule won (99% vs colour KNN 68%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\180.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,1.5692586258927672,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\138.jpg,Apple,Unripe,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\314.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.3042168674698793,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\157.jpg,Apple,Unripe,Apple,Fresh,False,,0.0,Fresh,0.0,False,defect ripeness rule only (38%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\337.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 97%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\303.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,5.188470066518847,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\122.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Unripe,3.5984848484848486,True,"colour KNN won (100% vs defect ripeness rule 51%); disagreement: colour KNN=Rotten, defect rule=Unripe; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\saltandpepper_Screen Shot 2018-06-08 at 5.25.43 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,0.5151642467077668,Fresh,0.0,True,"colour KNN won (52% vs defect ripeness rule 34%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\52.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Rotten,10.6993006993007,True,colour KNN won (100% vs defect ripeness rule 53%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\146.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 87%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\64.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 98%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\214.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.314189189189189,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\166.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,5.813492063492063,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\1.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 97%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\28.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_45_Screen Shot 2018-06-08 at 5.26.47 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.18331805682859761,False,"colour KNN won (100% vs defect ripeness rule 18%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\311.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,7.8177727784027,False,colour KNN won (100% vs defect ripeness rule 96%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\80.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,6.954545454545455,False,colour KNN won (100% vs defect ripeness rule 47%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\325.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 95%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\127.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\230.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 96%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\141.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Unripe,0.0,False,"colour KNN won (100% vs defect ripeness rule 97%); disagreement: colour KNN=Rotten, defect rule=Unripe; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_60_Screen Shot 2018-06-08 at 5.27.54 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,0.9514143195530693,Rotten,16.409779332415436,True,"colour KNN won (95% vs defect ripeness rule 82%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\276.jpg,Apple,Unripe,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\114.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 70%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\335.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.231237322515213,False,colour KNN won (100% vs defect ripeness rule 92%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\7.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\219.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.6455026455026456,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\233.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,4.133180252583238,False,colour KNN won (100% vs defect ripeness rule 68%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_30_Screen Shot 2018-06-08 at 5.25.33 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 49%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\63.jpg,Apple,Unripe,Mango,NoDetection,False,,,,,,"species mismatch (got Mango, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\389.jpg,Apple,Unripe,Apple,Unripe,True,,0.0,Unripe,0.0,False,defect ripeness rule only (97%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\232.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 97%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\267.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.3042168674698793,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\170.jpg,Apple,Unripe,Apple,Unripe,True,Rotten,0.721340252016201,Unripe,0.0,False,colour KNN said Rotten but defect found nothing (defect%=0.0%) -- downgraded to Unripe; colour KNN won (100% vs defect ripeness rule 89%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\77.jpg,Apple,Unripe,Apple,Unripe,True,,0.0,Unripe,0.0,False,defect ripeness rule only (100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\59.jpg,Apple,Unripe,Apple,Unripe,True,,0.0,Unripe,0.0,False,defect ripeness rule only (65%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\137.jpg,Apple,Unripe,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\200.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.6455026455026456,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\198.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 96%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\301.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,20.694444444444443,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\167.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 74%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\57.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\118.jpg,Apple,Unripe,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\14.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,10.777058279370953,False,"colour KNN won (100% vs defect ripeness rule 54%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\11.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,4.329004329004329,False,colour KNN won (100% vs defect ripeness rule 97%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\147.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,1.9635675419919567,True,colour KNN won (100% vs defect ripeness rule 88%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\74.jpg,Apple,Unripe,Mango,NoDetection,False,,,,,,"species mismatch (got Mango, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\368.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,37.11691259931896,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\374.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,0.6662605180429598,Unripe,2.3200475907198097,False,defect ripeness rule won (95% vs colour KNN 67%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\125.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,8.620689655172415,False,"colour KNN won (100% vs defect ripeness rule 43%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\92.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\58.jpg,Apple,Unripe,Apple,Unripe,True,Rotten,0.5024499440505517,Unripe,3.8557213930348255,True,colour KNN said Rotten but defect found nothing (defect%=3.9%) -- downgraded to Unripe; colour KNN won (100% vs defect ripeness rule 47%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\326.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,6.5412186379928325,False,colour KNN won (100% vs defect ripeness rule 77%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\69.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,3.9867109634551494,True,colour KNN won (100% vs defect ripeness rule 94%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\108.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,4.683195592286501,False,colour KNN won (100% vs defect ripeness rule 99%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\366.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\165.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\107.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 98%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\239.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,10.875807609475952,False,"colour KNN won (100% vs defect ripeness rule 54%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\117.jpg,Apple,Unripe,Mango,NoDetection,False,,,,,,"species mismatch (got Mango, expected Apple)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\90.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 92%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_60_Screen Shot 2018-06-08 at 5.26.47 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.1889054382969448,False,"colour KNN won (100% vs defect ripeness rule 18%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\279.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,2.568922305764411,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\saltandpepper_Screen Shot 2018-06-08 at 5.26.24 PM.png,Apple,Unripe,Apple,Fresh,False,Fresh,0.6876642885195238,Fresh,0.0,True,colour KNN won (69% vs defect ripeness rule 67%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\370.jpg,Apple,Unripe,Apple,Rotten,False,Rotten,1.0,Unripe,4.294670846394984,True,"colour KNN won (100% vs defect ripeness rule 55%); disagreement: colour KNN=Rotten, defect rule=Unripe; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\155.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 94%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\40.jpg,Apple,Unripe,Apple,Unripe,True,Rotten,0.6848198307476749,Unripe,0.0,True,colour KNN said Rotten but defect found nothing (defect%=0.0%) -- downgraded to Unripe; colour KNN won (100% vs defect ripeness rule 69%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\388.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,0.7060917056231659,Unripe,0.0,False,defect ripeness rule won (89% vs colour KNN 71%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\175.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,8.172635445362717,False,"colour KNN won (100% vs defect ripeness rule 41%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\145.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\195.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,1.5692586258927672,True,colour KNN won (100% vs defect ripeness rule 99%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\94.jpg,Apple,Unripe,Apple,Unripe,True,Rotten,0.6876695918681414,Unripe,6.25,False,colour KNN said Rotten but defect found nothing (defect%=6.2%) -- downgraded to Unripe; colour KNN won (100% vs defect ripeness rule 58%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\134.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,3.4615384615384617,False,colour KNN won (100% vs defect ripeness rule 58%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\rotated_by_30_Screen Shot 2018-06-08 at 5.26.47 PM.png,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Fresh,0.2068787173519524,False,"colour KNN won (100% vs defect ripeness rule 17%); disagreement: colour KNN=Unripe, defect rule=Fresh; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\353.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 97%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\196.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,22.49712313003452,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\116.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,5.334728033472803,False,colour KNN won (100% vs defect ripeness rule 91%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\111.jpg,Apple,Unripe,Apple,Unripe,True,,0.0,Unripe,0.0,False,defect ripeness rule only (95%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\312.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,False,colour KNN won (100% vs defect ripeness rule 78%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\140.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,1.610305958132045,True,colour KNN won (100% vs defect ripeness rule 96%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\294.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Rotten,19.128329297820823,False,"colour KNN won (100% vs defect ripeness rule 96%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\101.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,0.0,True,colour KNN won (100% vs defect ripeness rule 95%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\unripe apple\2.jpg,Apple,Unripe,Apple,Unripe,True,Unripe,1.0,Unripe,3.8583638583638584,True,colour KNN won (100% vs defect ripeness rule 78%); Stem present
